Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1415	0.279152	1368	0.064327	122	0.418033	1095	0.356164	0.000007	714	0.305322	0.069961	701	0.252496	45.173716	1095	0.356164	0.231000	0.227175	
1412	0.259207	1365	0.068864	133	0.383459	1090	0.377064	0.000007	676	0.252959	0.069850	736	0.264946	45.173716	1090	0.377064	0.230500	0.227177	
1398	0.349070	1395	0.086738	118	0.457627	1089	0.292011	0.000007	699	0.306152	0.069730	699	0.391989	45.173716	1089	0.292011	0.245250	0.227187	
1432	0.377793	1381	0.076032	118	0.593220	1069	0.301216	0.000007	709	0.300423	0.069457	723	0.453665	45.173716	1069	0.301216	0.259500	0.227204	
1420	0.321831	1349	0.070423	139	0.510791	1092	0.304029	0.000007	687	0.314410	0.087568	733	0.328786	45.173716	1092	0.304029	0.238750	0.227210	
1447	0.375950	1349	0.061527	131	0.419847	1073	0.290774	0.000007	716	0.308659	0.069197	731	0.441860	45.173716	1073	0.290774	0.248500	0.227222	
1403	0.263008	1357	0.079587	132	0.492424	1108	0.319495	0.000007	682	0.315249	0.125451	721	0.213592	45.173716	1108	0.319495	0.224000	0.227220	
1355	0.358672	1400	0.090714	151	0.443709	1094	0.308958	0.000007	674	0.284866	0.069267	681	0.431718	45.173716	1094	0.308958	0.254500	0.227235	
1366	0.303807	1383	0.069414	155	0.529032	1096	0.307482	0.000007	691	0.319826	0.105129	675	0.287407	45.173716	1096	0.307482	0.232500	0.227238	
1386	0.377345	1428	0.056022	137	0.481752	1049	0.298379	0.000007	672	0.325893	0.068884	714	0.425770	45.173716	1049	0.298379	0.245500	0.227248	
1335	0.272659	1429	0.076277	143	0.384615	1093	0.302836	0.000007	677	0.314623	0.123965	658	0.229483	45.173716	1093	0.302836	0.214750	0.227241	
1340	0.265672	1396	0.066619	132	0.386364	1132	0.310071	0.000007	671	0.284650	0.068878	669	0.246637	45.173716	1132	0.310071	0.212750	0.227233	
1363	0.271460	1362	0.053598	144	0.333333	1131	0.323607	0.000007	653	0.278714	0.068765	710	0.264789	45.173716	1131	0.323607	0.214250	0.227226	
1346	0.283061	1369	0.062820	142	0.380282	1143	0.283465	0.000007	696	0.313218	0.068699	650	0.250769	45.173716	1143	0.283465	0.211250	0.227218	
1384	0.247832	1355	0.054613	139	0.438849	1122	0.303030	0.000007	680	0.298529	0.068667	704	0.198864	45.173716	1122	0.303030	0.204500	0.227205	
1391	0.281812	1366	0.063690	115	0.330435	1128	0.298759	0.000007	716	0.307263	0.061958	675	0.254815	45.173716	1128	0.298759	0.213500	0.227198	
1329	0.258089	1417	0.071983	133	0.338346	1121	0.321142	0.000007	671	0.317437	0.068390	658	0.197568	45.173716	1121	0.321142	0.212500	0.227190	
1314	0.267884	1422	0.088608	147	0.571429	1117	0.303491	0.000007	648	0.288580	0.050312	666	0.247748	45.173716	1117	0.303491	0.225250	0.227189	
1384	0.271676	1394	0.069584	149	0.375839	1073	0.324324	0.000007	684	0.331871	0.068016	700	0.212857	45.173716	1073	0.324324	0.219250	0.227185	
1411	0.288448	1373	0.067735	129	0.519380	1087	0.274149	0.000007	689	0.293179	0.067902	722	0.283934	45.173716	1087	0.274149	0.216250	0.227179	
1372	0.302478	1398	0.066524	142	0.429577	1088	0.295956	0.000007	704	0.343750	0.067758	668	0.258982	45.173716	1088	0.295956	0.222750	0.227176	
1359	0.322296	1351	0.063657	136	0.330882	1154	0.296360	0.000007	693	0.317460	0.067647	666	0.327327	45.173716	1154	0.296360	0.227750	0.227177	
1311	0.294432	1382	0.054993	143	0.496503	1164	0.289519	0.000007	649	0.335901	0.067459	662	0.253776	45.173716	1164	0.289519	0.217500	0.227171	
1377	0.289760	1285	0.076265	167	0.395210	1171	0.302306	0.000007	701	0.300999	0.067327	676	0.278107	45.173716	1171	0.302306	0.229250	0.227173	
1418	0.306770	1323	0.063492	143	0.335664	1116	0.321685	0.000007	757	0.306473	0.067182	661	0.307110	45.173716	1116	0.321685	0.231500	0.227175	
1390	0.334532	1403	0.076978	132	0.446970	1075	0.331163	0.000007	700	0.304286	0.067011	690	0.365217	45.173716	1075	0.331163	0.247000	0.227186	
1423	0.294448	1365	0.078388	132	0.416667	1080	0.318519	0.000007	692	0.286127	0.066774	731	0.302326	45.173716	1080	0.318519	0.231250	0.227188	
1404	0.257835	1366	0.068082	140	0.414286	1090	0.332110	0.000007	681	0.296623	0.066599	723	0.221300	45.173716	1090	0.332110	0.218750	0.227183	
1392	0.308190	1339	0.062733	137	0.372263	1132	0.348057	0.000007	719	0.287900	0.066460	673	0.329866	45.173716	1132	0.348057	0.239500	0.227190	
1408	0.352983	1383	0.076645	158	0.544304	1051	0.327307	0.000007	720	0.315278	0.066269	688	0.392442	45.173716	1051	0.327307	0.258250	0.227206	
1402	0.335235	1383	0.073753	136	0.463235	1079	0.370714	0.000007	706	0.327195	0.065993	696	0.343391	45.173716	1079	0.370714	0.258750	0.227223	
1380	0.315942	1418	0.067701	148	0.486486	1054	0.314042	0.000007	655	0.302290	0.065774	725	0.328276	45.173716	1054	0.314042	0.233750	0.227227	
1340	0.341045	1392	0.081897	150	0.446667	1118	0.295170	0.000007	667	0.326837	0.065598	673	0.355126	45.173716	1118	0.295170	0.242000	0.227235	
1319	0.327521	1434	0.073919	124	0.451613	1123	0.313446	0.000007	634	0.298107	0.064843	685	0.354745	45.173716	1123	0.313446	0.236500	0.227240	
1415	0.317314	1377	0.065359	139	0.467626	1069	0.357343	0.000007	719	0.303199	0.064593	696	0.331897	45.173716	1069	0.357343	0.246500	0.227250	
1385	0.336462	1376	0.060320	142	0.535211	1097	0.328168	0.000007	695	0.319424	0.064380	690	0.353623	45.173716	1097	0.328168	0.246250	0.227260	
1350	0.342963	1413	0.062279	132	0.454545	1105	0.369231	0.000007	655	0.290076	0.064129	695	0.392806	45.173716	1105	0.369231	0.254750	0.227275	
1408	0.373580	1410	0.061702	131	0.435115	1051	0.308278	0.000007	709	0.317348	0.063853	699	0.430615	45.173716	1051	0.308278	0.248500	0.227286	
1360	0.357353	1450	0.058621	129	0.519380	1061	0.308200	0.000007	691	0.298119	0.065289	669	0.418535	45.173716	1061	0.308200	0.241250	0.227294	
1386	0.263348	1348	0.084570	126	0.436508	1140	0.329825	0.000007	707	0.287129	0.120898	679	0.238586	45.173716	1140	0.329825	0.227500	0.227294	
1413	0.319887	1371	0.087527	132	0.393939	1084	0.310886	0.000007	703	0.311522	0.063504	710	0.328169	45.173716	1084	0.310886	0.240250	0.227301	
1383	0.326103	1354	0.070162	134	0.485075	1129	0.323295	0.000007	679	0.293078	0.063269	704	0.357955	45.173716	1129	0.323295	0.244000	0.227309	
1382	0.371201	1345	0.071375	155	0.496774	1118	0.326476	0.000007	713	0.315568	0.063020	669	0.430493	45.173716	1118	0.326476	0.262750	0.227328	
1342	0.311475	1363	0.056493	156	0.570513	1139	0.317823	0.000007	692	0.289017	0.096230	650	0.335385	45.173716	1139	0.317823	0.236500	0.227333	
1262	0.382726	1413	0.058033	163	0.558282	1162	0.286575	0.000007	626	0.329073	0.062857	636	0.435535	45.173716	1162	0.286575	0.247250	0.227344	
1360	0.354412	1359	0.072848	161	0.577640	1120	0.299107	0.000007	701	0.319544	0.076062	659	0.391502	45.173716	1120	0.299107	0.252250	0.227357	
1307	0.378730	1426	0.070126	118	0.516949	1149	0.315057	0.000007	649	0.322034	0.062441	658	0.434650	45.173716	1149	0.315057	0.254500	0.227371	
1374	0.340611	1407	0.071784	143	0.580420	1076	0.277881	0.000007	698	0.315186	0.093728	676	0.366864	45.173716	1076	0.277881	0.237750	0.227377	
1375	0.388364	1330	0.063158	128	0.429688	1167	0.295630	0.000007	684	0.308480	0.062277	691	0.467438	45.173716	1167	0.295630	0.254500	0.227391	
1378	0.317126	1431	0.067086	136	0.551471	1055	0.272038	0.000007	678	0.320059	0.103004	700	0.314286	45.173716	1055	0.272038	0.223750	0.227389	
1466	0.396317	1293	0.074246	152	0.368421	1089	0.310376	0.000007	701	0.315264	0.062389	765	0.470588	45.173716	1089	0.310376	0.267750	0.227411	
1392	0.352730	1404	0.073362	131	0.480916	1073	0.317801	0.000007	671	0.308495	0.070613	721	0.393897	45.173716	1073	0.317801	0.249500	0.227422	
1312	0.328506	1426	0.061010	123	0.422764	1139	0.294996	0.000007	679	0.291605	0.062493	633	0.368088	45.173716	1139	0.294996	0.226500	0.227422	
1396	0.359599	1400	0.071429	137	0.372263	1067	0.332709	0.000007	707	0.322489	0.062374	689	0.397678	45.173716	1067	0.332709	0.252000	0.227435	
1392	0.367816	1400	0.060000	137	0.467153	1071	0.325864	0.000007	716	0.298883	0.062276	676	0.440828	45.173716	1071	0.325864	0.252250	0.227448	
1342	0.236215	1393	0.070352	121	0.421488	1144	0.294580	0.000007	681	0.276065	0.113545	661	0.195159	45.173716	1144	0.294580	0.200750	0.227434	
1420	0.273944	1366	0.068082	124	0.403226	1090	0.311009	0.000007	703	0.294452	0.106448	717	0.253835	45.173716	1090	0.311009	0.217750	0.227429	
1382	0.360347	1382	0.073806	134	0.582090	1102	0.308530	0.000007	700	0.314286	0.063181	682	0.407625	45.173716	1102	0.308530	0.254500	0.227443	
1338	0.286248	1392	0.085489	138	0.456522	1132	0.315371	0.000007	683	0.306003	0.099791	655	0.265649	45.173716	1132	0.315371	0.230500	0.227445	
1404	0.356125	1321	0.079485	128	0.492188	1147	0.304272	0.000007	705	0.312057	0.063836	699	0.400572	45.173716	1147	0.304272	0.254250	0.227459	
1318	0.288316	1428	0.069328	145	0.324138	1109	0.302976	0.000007	646	0.311146	0.079406	672	0.266369	45.173716	1109	0.302976	0.215500	0.227453	
1371	0.314369	1355	0.066421	129	0.496124	1145	0.328384	0.000007	654	0.331804	0.063976	717	0.298466	45.173716	1145	0.328384	0.240250	0.227459	
1367	0.302121	1349	0.073388	118	0.372881	1166	0.330189	0.000007	701	0.320970	0.064105	666	0.282282	45.173716	1166	0.330189	0.235250	0.227463	
1365	0.258608	1359	0.087564	140	0.471429	1136	0.287852	0.000007	701	0.310984	0.064359	664	0.203313	45.173716	1136	0.287852	0.216250	0.227457	
1357	0.229919	1381	0.057205	124	0.435484	1138	0.266257	0.000007	691	0.301013	0.064304	666	0.156156	45.173716	1138	0.266257	0.187000	0.227436	
1425	0.303158	1376	0.068314	152	0.434211	1047	0.269341	0.000007	733	0.338336	0.049352	692	0.265896	45.173716	1047	0.269341	0.218500	0.227432	
1415	0.272085	1386	0.077201	127	0.464567	1072	0.256530	0.000007	734	0.311989	0.064333	681	0.229075	45.173716	1072	0.256530	0.206500	0.227421	
1369	0.300219	1397	0.079456	129	0.410853	1105	0.304072	0.000007	655	0.296183	0.064583	714	0.303922	45.173716	1105	0.304072	0.227750	0.227421	
1420	0.266197	1338	0.072496	129	0.527132	1113	0.301887	0.000007	714	0.281513	0.064490	706	0.250708	45.173716	1113	0.301887	0.219750	0.227417	
1330	0.295489	1376	0.066134	121	0.404959	1173	0.296675	0.000007	683	0.306003	0.064462	647	0.284389	45.173716	1173	0.296675	0.220250	0.227413	
1380	0.335507	1388	0.056916	120	0.475000	1112	0.315647	0.000007	707	0.284300	0.064558	673	0.389302	45.173716	1112	0.315647	0.237500	0.227418	
1394	0.296987	1386	0.064935	128	0.312500	1092	0.289377	0.000007	691	0.299566	0.064628	703	0.294452	45.173716	1092	0.289377	0.215000	0.227412	
1363	0.318415	1433	0.075366	129	0.418605	1075	0.313488	0.000007	678	0.314159	0.064769	685	0.322628	45.173716	1075	0.313488	0.233250	0.227415	
1393	0.278536	1371	0.076586	153	0.411765	1083	0.321330	0.000007	725	0.326897	0.064978	668	0.226048	45.173716	1083	0.321330	0.226000	0.227414	
1364	0.255865	1401	0.078515	130	0.369231	1105	0.333937	0.000007	696	0.291667	0.065211	668	0.218563	45.173716	1105	0.333937	0.219000	0.227410	
1372	0.344752	1431	0.089448	133	0.503759	1064	0.304511	0.000007	690	0.336232	0.065504	682	0.353372	45.173716	1064	0.304511	0.248000	0.227420	
1378	0.358491	1441	0.065232	121	0.371901	1060	0.337736	0.000007	719	0.329624	0.065800	659	0.389985	45.173716	1060	0.337736	0.247750	0.227431	
1380	0.354348	1396	0.065903	129	0.589147	1095	0.324201	0.000007	676	0.321006	0.065699	704	0.386364	45.173716	1095	0.324201	0.253000	0.227444	
1330	0.369925	1384	0.061416	110	0.445455	1176	0.316327	0.000007	685	0.306569	0.065623	645	0.437209	45.173716	1176	0.316327	0.249500	0.227456	
1423	0.260014	1351	0.089563	149	0.590604	1077	0.339833	0.000007	701	0.288160	0.118011	722	0.232687	45.173716	1077	0.339833	0.236250	0.227460	
1415	0.352650	1392	0.083333	137	0.562044	1056	0.335227	0.000007	718	0.284123	0.066082	697	0.423242	45.173716	1056	0.335227	0.261500	0.227478	
1364	0.291056	1390	0.058273	133	0.368421	1113	0.308176	0.000007	686	0.294461	0.092730	678	0.287611	45.173716	1113	0.308176	0.217500	0.227473	
1372	0.405248	1325	0.073208	127	0.385827	1176	0.303571	0.000007	688	0.299419	0.066668	684	0.511696	45.173716	1176	0.303571	0.264750	0.227492	
1423	0.275474	1349	0.063751	141	0.361702	1087	0.290708	0.000007	714	0.327731	0.094984	709	0.222849	45.173716	1087	0.290708	0.211250	0.227484	
1328	0.329066	1295	0.060232	140	0.450000	1237	0.302344	0.000007	659	0.323217	0.067133	669	0.334828	45.173716	1237	0.302344	0.238000	0.227489	
1346	0.332095	1420	0.074648	107	0.467290	1127	0.272405	0.000007	655	0.311450	0.067204	691	0.351664	45.173716	1127	0.272405	0.227500	0.227489	
1417	0.337332	1383	0.060738	118	0.466102	1082	0.297597	0.000007	685	0.325547	0.067114	732	0.348361	45.173716	1082	0.297597	0.234750	0.227493	
1388	0.396254	1376	0.061773	149	0.382550	1087	0.276909	0.000007	683	0.322108	0.067027	705	0.468085	45.173716	1087	0.276909	0.248250	0.227504	
1367	0.332114	1424	0.066713	124	0.370968	1085	0.280184	0.000007	696	0.293103	0.076279	671	0.372578	45.173716	1085	0.280184	0.224750	0.227503	
1440	0.333333	1354	0.066470	142	0.485915	1064	0.289474	0.000007	711	0.288326	0.067509	729	0.377229	45.173716	1064	0.289474	0.236750	0.227507	
1342	0.295082	1404	0.075499	142	0.422535	1112	0.328237	0.000007	668	0.320359	0.067790	674	0.270030	45.173716	1112	0.328237	0.231750	0.227510	
1401	0.304069	1404	0.066239	133	0.398496	1062	0.317326	0.000007	669	0.339312	0.068172	732	0.271858	45.173716	1062	0.317326	0.227250	0.227509	
1404	0.347578	1330	0.072180	147	0.489796	1119	0.310098	0.000007	683	0.298682	0.068102	721	0.393897	45.173716	1119	0.310098	0.250750	0.227521	
1384	0.372110	1372	0.071429	140	0.478571	1104	0.314312	0.000007	657	0.302892	0.068137	727	0.434663	45.173716	1104	0.314312	0.256750	0.227537	
1426	0.364656	1390	0.077698	129	0.519380	1055	0.314692	0.000007	717	0.285914	0.072683	709	0.444288	45.173716	1055	0.314692	0.256750	0.227552	
1348	0.285608	1367	0.070958	176	0.414773	1109	0.309288	0.000007	651	0.314900	0.135510	697	0.258250	45.173716	1109	0.309288	0.224500	0.227550	
1357	0.351511	1429	0.064381	126	0.468254	1088	0.308824	0.000007	673	0.316493	0.069618	684	0.385965	45.173716	1088	0.308824	0.241000	0.227557	
1348	0.349407	1354	0.076809	147	0.496599	1151	0.304083	0.000007	686	0.338192	0.070042	662	0.361027	45.173716	1151	0.304083	0.249500	0.227568	
1424	0.396067	1378	0.068940	135	0.525926	1063	0.285983	0.000007	672	0.294643	0.070016	752	0.486702	45.173716	1063	0.285983	0.258500	0.227584	
1353	0.300074	1356	0.060472	135	0.488889	1156	0.306228	0.000007	716	0.287709	0.101420	637	0.313972	45.173716	1156	0.306228	0.227000	0.227584	
1416	0.346045	1352	0.065089	131	0.358779	1101	0.299728	0.000007	731	0.281806	0.070614	685	0.414599	45.173716	1101	0.299728	0.238750	0.227590	
1360	0.260294	1361	0.066863	169	0.479290	1110	0.295495	0.000007	682	0.322581	0.128667	678	0.197640	45.173716	1110	0.295495	0.213500	0.227583	
1366	0.309663	1448	0.066298	135	0.385185	1051	0.343482	0.000007	666	0.312312	0.094258	700	0.307143	45.173716	1051	0.343482	0.233000	0.227585	
1336	0.327096	1391	0.063983	135	0.481481	1138	0.302285	0.000007	668	0.293413	0.072306	668	0.360778	45.173716	1138	0.302285	0.233750	0.227589	
1372	0.317784	1422	0.077356	145	0.275862	1061	0.345900	0.000007	665	0.296241	0.072744	707	0.338048	45.173716	1061	0.345900	0.238250	0.227594	
1357	0.352248	1376	0.076308	135	0.392593	1132	0.318905	0.000007	662	0.297583	0.073172	695	0.404317	45.173716	1132	0.318905	0.249250	0.227605	
1439	0.303683	1337	0.075542	158	0.462025	1066	0.255159	0.000007	698	0.299427	0.102672	741	0.307692	45.173716	1066	0.255159	0.220750	0.227602	
1364	0.357038	1387	0.074261	154	0.532468	1095	0.307763	0.000007	669	0.313901	0.073659	695	0.398561	45.173716	1095	0.307763	0.252250	0.227614	
1368	0.339181	1385	0.083755	143	0.447552	1104	0.333333	0.000007	669	0.295964	0.073946	699	0.380544	45.173716	1104	0.333333	0.253000	0.227627	
1369	0.361578	1352	0.075444	133	0.526316	1146	0.293194	0.000007	681	0.320117	0.074492	688	0.402616	45.173716	1146	0.293194	0.250750	0.227639	
1415	0.282686	1374	0.090975	145	0.544828	1066	0.287054	0.000007	683	0.304539	0.119412	732	0.262295	45.173716	1066	0.287054	0.227500	0.227639	
1394	0.344333	1401	0.064240	143	0.363636	1062	0.287194	0.000007	719	0.339360	0.076085	675	0.349630	45.173716	1062	0.287194	0.231750	0.227641	
1410	0.317730	1409	0.073101	128	0.460938	1053	0.286800	0.000007	692	0.281792	0.076366	718	0.352368	45.173716	1053	0.286800	0.228000	0.227642	
1399	0.320229	1380	0.060145	114	0.394737	1107	0.263776	0.000007	700	0.305714	0.076902	699	0.334764	45.173716	1107	0.263776	0.217000	0.227636	
1289	0.353763	1429	0.060882	164	0.402439	1118	0.295170	0.000007	640	0.287500	0.077280	649	0.419106	45.173716	1118	0.295170	0.234750	0.227640	
1411	0.330971	1386	0.061328	132	0.469697	1071	0.278245	0.000007	691	0.309696	0.093369	720	0.351389	45.173716	1071	0.278245	0.228000	0.227640	
1349	0.349889	1397	0.073014	142	0.450704	1112	0.313849	0.000007	676	0.289941	0.077762	673	0.410104	45.173716	1112	0.313849	0.246750	0.227650	
1396	0.285817	1406	0.071124	130	0.576923	1068	0.297753	0.000007	723	0.307054	0.124690	673	0.263001	45.173716	1068	0.297753	0.223000	0.227647	
1408	0.340199	1374	0.077147	127	0.559055	1091	0.268561	0.000007	719	0.315716	0.078277	689	0.365747	45.173716	1091	0.268561	0.237250	0.227652	
1337	0.320868	1418	0.078984	154	0.383117	1091	0.291476	0.000007	649	0.305085	0.078368	688	0.335756	45.173716	1091	0.291476	0.229500	0.227653	
1343	0.342517	1443	0.061677	134	0.395522	1080	0.338889	0.000007	688	0.319767	0.078395	655	0.366412	45.173716	1080	0.338889	0.242000	0.227660	
1384	0.377890	1397	0.067287	162	0.376543	1057	0.327342	0.000007	676	0.312130	0.078416	708	0.440678	45.173716	1057	0.327342	0.256000	0.227675	
1404	0.306980	1370	0.072263	141	0.404255	1085	0.329954	0.000007	709	0.354020	0.140897	695	0.258993	45.173716	1085	0.329954	0.236250	0.227679	
1358	0.367452	1363	0.063096	148	0.385135	1131	0.327144	0.000007	717	0.322176	0.078455	641	0.418097	45.173716	1131	0.327144	0.253000	0.227692	
1318	0.378604	1485	0.063300	115	0.391304	1082	0.320702	0.000007	675	0.306667	0.078465	643	0.454121	45.173716	1082	0.320702	0.246250	0.227702	
1361	0.240265	1377	0.071895	135	0.422222	1127	0.256433	0.000007	654	0.296636	0.151231	707	0.188119	45.173716	1127	0.256433	0.193000	0.227684	
1374	0.275109	1352	0.064349	125	0.456000	1149	0.312446	0.000007	704	0.267045	0.096062	670	0.283582	45.173716	1149	0.312446	0.220250	0.227680	
1439	0.341904	1313	0.075400	130	0.515385	1118	0.288909	0.000007	692	0.307803	0.079378	747	0.373494	45.173716	1118	0.288909	0.245250	0.227689	
1359	0.326711	1366	0.076135	143	0.559441	1132	0.300353	0.000007	685	0.283212	0.079597	674	0.370920	45.173716	1132	0.300353	0.242000	0.227696	
1393	0.373295	1434	0.069735	152	0.486842	1021	0.341822	0.000007	702	0.349003	0.079800	691	0.397974	45.173716	1021	0.341822	0.260750	0.227713	
1379	0.305294	1403	0.067712	111	0.531532	1107	0.273713	0.000007	692	0.294798	0.079994	687	0.315866	45.173716	1107	0.273713	0.219500	0.227709	
1356	0.323009	1384	0.070809	143	0.468531	1117	0.325873	0.000007	657	0.337900	0.080015	699	0.309013	45.173716	1117	0.325873	0.241750	0.227716	
1405	0.306762	1336	0.073353	156	0.346154	1103	0.312783	0.000007	700	0.347143	0.080013	705	0.266667	45.173716	1103	0.312783	0.232000	0.227718	
1390	0.325899	1344	0.075149	137	0.423358	1129	0.317981	0.000007	692	0.313584	0.079895	698	0.338109	45.173716	1129	0.317981	0.242750	0.227726	
1385	0.372563	1349	0.079318	133	0.398496	1133	0.293027	0.000007	667	0.314843	0.079914	718	0.426184	45.173716	1133	0.293027	0.252000	0.227738	
1429	0.324703	1335	0.075655	130	0.346154	1106	0.329114	0.000007	677	0.288035	0.084492	752	0.357713	45.173716	1106	0.329114	0.243500	0.227746	
1373	0.325564	1381	0.057929	152	0.407895	1094	0.318099	0.000007	675	0.322963	0.079521	698	0.328080	45.173716	1094	0.318099	0.234250	0.227750	
1357	0.329403	1390	0.083453	133	0.300752	1120	0.316964	0.000007	655	0.291603	0.079296	702	0.364672	45.173716	1120	0.316964	0.239500	0.227756	
1389	0.338373	1381	0.061550	142	0.457746	1088	0.294118	0.000007	690	0.305797	0.079330	699	0.370529	45.173716	1088	0.294118	0.235000	0.227759	
1361	0.335783	1407	0.071073	132	0.401515	1100	0.316364	0.000007	693	0.295815	0.078869	668	0.377246	45.173716	1100	0.316364	0.239500	0.227765	
1386	0.339827	1388	0.069885	127	0.409449	1099	0.291174	0.000007	692	0.309249	0.079081	694	0.370317	45.173716	1099	0.291174	0.235000	0.227769	
1399	0.305218	1402	0.067047	136	0.330882	1063	0.321731	0.000007	722	0.293629	0.079269	677	0.317578	45.173716	1063	0.321731	0.227000	0.227768	
1383	0.304411	1420	0.078873	128	0.414062	1069	0.328344	0.000007	683	0.326501	0.079465	700	0.282857	45.173716	1069	0.328344	0.234250	0.227772	
1363	0.292003	1368	0.066520	125	0.400000	1144	0.326923	0.000007	688	0.276163	0.079750	675	0.308148	45.173716	1144	0.326923	0.228250	0.227772	
1417	0.327452	1376	0.090843	134	0.514925	1073	0.304753	0.000007	713	0.290323	0.080031	704	0.365057	45.173716	1073	0.304753	0.246250	0.227781	
1394	0.375179	1358	0.068483	135	0.414815	1113	0.299191	0.000007	742	0.361186	0.080413	652	0.391104	45.173716	1113	0.299191	0.251250	0.227793	
1370	0.330657	1364	0.063783	143	0.419580	1123	0.318789	0.000007	687	0.296943	0.080933	683	0.364568	45.173716	1123	0.318789	0.239500	0.227799	
1398	0.344778	1370	0.072263	123	0.479675	1109	0.306583	0.000007	704	0.305398	0.081328	694	0.384726	45.173716	1109	0.306583	0.245000	0.227808	
1340	0.352239	1383	0.072307	135	0.437037	1142	0.336252	0.000007	699	0.306152	0.081550	641	0.402496	45.173716	1142	0.336252	0.253750	0.227821	
1423	0.290935	1292	0.081269	132	0.500000	1153	0.291414	0.000007	682	0.285924	0.106550	741	0.295547	45.173716	1153	0.291414	0.230250	0.227822	
1341	0.315436	1373	0.076475	145	0.468966	1141	0.318142	0.000007	688	0.289244	0.082210	653	0.343032	45.173716	1141	0.318142	0.239750	0.227828	
1362	0.320117	1405	0.082562	125	0.496000	1108	0.310469	0.000007	672	0.299107	0.082528	690	0.340580	45.173716	1108	0.310469	0.239500	0.227834	
1425	0.343158	1357	0.081798	152	0.500000	1066	0.299250	0.000007	723	0.301521	0.082788	702	0.386040	45.173716	1066	0.299250	0.248750	0.227844	
1380	0.364493	1431	0.082460	110	0.472727	1079	0.288230	0.000007	692	0.330925	0.082993	688	0.398256	45.173716	1079	0.288230	0.246000	0.227853	
1406	0.369132	1345	0.072862	135	0.451852	1114	0.290844	0.000007	694	0.309798	0.083092	712	0.426966	45.173716	1114	0.290844	0.250500	0.227865	
1417	0.304164	1381	0.045619	125	0.368000	1077	0.295265	0.000007	682	0.303519	0.131215	735	0.304762	45.173716	1077	0.295265	0.214500	0.227858	
1396	0.411175	1397	0.076593	127	0.370079	1080	0.325926	0.000007	679	0.331370	0.084282	717	0.486750	45.173716	1080	0.325926	0.270000	0.227879	
1364	0.247801	1401	0.068522	129	0.434109	1106	0.277577	0.000007	676	0.304734	0.161930	688	0.191860	45.173716	1106	0.277577	0.199250	0.227865	
1402	0.289586	1416	0.061441	131	0.511450	1051	0.310181	0.000007	695	0.307914	0.116641	707	0.271570	45.173716	1051	0.310181	0.221500	0.227862	
1388	0.284582	1360	0.061029	111	0.405405	1141	0.288344	0.000007	680	0.273529	0.086084	708	0.295198	45.173716	1141	0.288344	0.213000	0.227854	
1409	0.318666	1343	0.082651	150	0.453333	1098	0.316940	0.000007	691	0.282200	0.086227	718	0.353760	45.173716	1098	0.316940	0.244000	0.227862	
1414	0.287129	1339	0.083645	132	0.424242	1115	0.305830	0.000007	710	0.285915	0.086375	704	0.288352	45.173716	1115	0.305830	0.228750	0.227863	
1406	0.295164	1355	0.070111	145	0.510345	1094	0.287934	0.000007	744	0.311828	0.086459	662	0.276435	45.173716	1094	0.287934	0.224750	0.227861	
1390	0.261151	1362	0.055066	136	0.404412	1112	0.321043	0.000007	701	0.282454	0.086573	689	0.239478	45.173716	1112	0.321043	0.212500	0.227854	
1426	0.327489	1351	0.087343	134	0.500000	1089	0.276400	0.000007	687	0.283843	0.086562	739	0.368065	45.173716	1089	0.276400	0.238250	0.227859	
1324	0.320997	1404	0.072650	128	0.484375	1144	0.296329	0.000007	695	0.313669	0.086666	629	0.329094	45.173716	1144	0.296329	0.232000	0.227861	
1345	0.326394	1351	0.067358	145	0.400000	1159	0.277826	0.000007	655	0.317557	0.086712	690	0.334783	45.173716	1159	0.277826	0.227500	0.227861	
1364	0.279326	1345	0.074349	152	0.427632	1139	0.313433	0.000007	648	0.271605	0.086768	716	0.286313	45.173716	1139	0.313433	0.225750	0.227860	
1411	0.279235	1333	0.073518	151	0.443709	1105	0.285973	0.000007	692	0.280347	0.086365	719	0.278164	45.173716	1105	0.285973	0.218750	0.227855	
1383	0.343456	1352	0.065089	166	0.373494	1099	0.336670	0.000007	682	0.310850	0.086501	701	0.375178	45.173716	1099	0.336670	0.248750	0.227865	
1419	0.348132	1400	0.063571	153	0.516340	1028	0.294747	0.000007	690	0.307246	0.086665	729	0.386831	45.173716	1028	0.294747	0.241250	0.227872	
1382	0.335022	1373	0.063365	138	0.463768	1107	0.339657	0.000007	652	0.309816	0.086734	730	0.357534	45.173716	1107	0.339657	0.247500	0.227882	
1412	0.331445	1292	0.068885	154	0.435065	1142	0.332750	0.000007	693	0.333333	0.086668	719	0.329624	45.173716	1142	0.332750	0.251000	0.227893	
