Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1407	0.257285	1358	0.078792	143	0.454545	1092	0.317766	0.000007	695	0.303597	0.082845	712	0.212079	45.173716	1092	0.317766	0.220250	0.227919	
1346	0.264487	1457	0.073439	126	0.444444	1071	0.323063	0.000007	667	0.319340	0.082842	679	0.210604	45.173716	1071	0.323063	0.216250	0.227912	
1311	0.238749	1424	0.075140	138	0.463768	1127	0.331854	0.000007	661	0.298033	0.082841	650	0.178462	45.173716	1127	0.331854	0.214500	0.227904	
1356	0.285398	1406	0.066856	137	0.386861	1101	0.304269	0.000007	671	0.293592	0.062432	685	0.277372	45.173716	1101	0.304269	0.217250	0.227898	
1373	0.310998	1351	0.076240	122	0.483607	1154	0.272964	0.000007	712	0.285112	0.082695	661	0.338880	45.173716	1154	0.272964	0.226000	0.227897	
1401	0.327623	1356	0.077434	125	0.520000	1118	0.322898	0.000007	686	0.306122	0.082720	715	0.348252	45.173716	1118	0.322898	0.247500	0.227908	
1413	0.290870	1343	0.074460	139	0.460432	1105	0.295928	0.000007	718	0.299443	0.082741	695	0.282014	45.173716	1105	0.295928	0.225500	0.227907	
1403	0.322167	1336	0.065120	149	0.476510	1112	0.333633	0.000007	723	0.295989	0.082748	680	0.350000	45.173716	1112	0.333633	0.245250	0.227917	
1398	0.293276	1337	0.059835	142	0.422535	1123	0.312556	0.000007	728	0.293956	0.082756	670	0.292537	45.173716	1123	0.312556	0.225250	0.227916	
1414	0.302687	1324	0.068731	143	0.377622	1119	0.322609	0.000007	706	0.290368	0.082765	708	0.314972	45.173716	1119	0.322609	0.233500	0.227919	
1409	0.300923	1367	0.062911	119	0.495798	1105	0.334842	0.000007	719	0.287900	0.082777	690	0.314493	45.173716	1105	0.334842	0.234750	0.227923	
1385	0.329242	1360	0.076471	134	0.388060	1121	0.311329	0.000007	677	0.304284	0.082794	708	0.353107	45.173716	1121	0.311329	0.240250	0.227931	
1358	0.354934	1443	0.061677	125	0.488000	1074	0.287709	0.000007	656	0.324695	0.082807	702	0.383191	45.173716	1074	0.287709	0.235250	0.227935	
1374	0.366812	1361	0.069067	152	0.486842	1113	0.300988	0.000007	685	0.308029	0.082830	689	0.425254	45.173716	1113	0.300988	0.251750	0.227949	
1362	0.282673	1400	0.062143	131	0.541985	1107	0.308040	0.000007	667	0.298351	0.108300	695	0.267626	45.173716	1107	0.308040	0.221000	0.227945	
1313	0.326733	1391	0.071172	146	0.458904	1150	0.320870	0.000007	661	0.313162	0.083061	652	0.340491	45.173716	1150	0.320870	0.241000	0.227953	
1351	0.358993	1412	0.070822	125	0.624000	1112	0.331835	0.000007	650	0.306154	0.083079	701	0.407989	45.173716	1112	0.331835	0.258000	0.227971	
1345	0.286989	1396	0.068052	169	0.491124	1090	0.305505	0.000007	680	0.313235	0.096486	665	0.260150	45.173716	1090	0.305505	0.224250	0.227968	
1358	0.310751	1382	0.083213	130	0.600000	1130	0.304425	0.000007	716	0.300279	0.083208	642	0.322430	45.173716	1130	0.304425	0.239750	0.227975	
1353	0.325203	1373	0.067735	134	0.350746	1140	0.295614	0.000007	688	0.302326	0.083217	665	0.348872	45.173716	1140	0.295614	0.229250	0.227976	
1413	0.292286	1341	0.061894	153	0.405229	1093	0.374199	0.000007	706	0.291785	0.083225	707	0.292786	45.173716	1093	0.374199	0.241750	0.227984	
1390	0.306475	1412	0.050283	126	0.444444	1072	0.327425	0.000007	678	0.324484	0.082709	712	0.289326	45.173716	1072	0.327425	0.226000	0.227983	
1406	0.300853	1330	0.080451	160	0.406250	1104	0.321558	0.000007	713	0.319776	0.082701	693	0.281385	45.173716	1104	0.321558	0.237500	0.227989	
1335	0.309363	1404	0.071225	125	0.456000	1136	0.323944	0.000007	646	0.280186	0.082708	689	0.336720	45.173716	1136	0.323944	0.234500	0.227993	
1358	0.290133	1406	0.067568	144	0.458333	1092	0.306777	0.000007	678	0.300885	0.082713	680	0.279412	45.173716	1092	0.306777	0.222500	0.227989	
1398	0.300429	1375	0.066909	137	0.408759	1090	0.316514	0.000007	689	0.323657	0.082719	709	0.277856	45.173716	1090	0.316514	0.228250	0.227990	
1348	0.274481	1412	0.078612	126	0.380952	1114	0.302513	0.000007	690	0.317391	0.082724	658	0.229483	45.173716	1114	0.302513	0.216500	0.227983	
1435	0.257840	1359	0.061074	146	0.458904	1060	0.302830	0.000007	717	0.327755	0.082731	718	0.188022	45.173716	1060	0.302830	0.210250	0.227972	
1396	0.331662	1419	0.062016	127	0.503937	1058	0.302457	0.000007	702	0.310541	0.064440	694	0.353026	45.173716	1058	0.302457	0.233750	0.227976	
1440	0.256250	1394	0.062410	140	0.407143	1026	0.306043	0.000007	695	0.309353	0.082603	745	0.206711	45.173716	1026	0.306043	0.206750	0.227963	
1361	0.265246	1394	0.056671	161	0.484472	1084	0.333026	0.000007	668	0.344311	0.082275	693	0.189033	45.173716	1084	0.333026	0.219750	0.227958	
1392	0.335489	1400	0.073571	136	0.514706	1072	0.300373	0.000007	676	0.295858	0.051694	716	0.372905	45.173716	1072	0.300373	0.240500	0.227966	
1366	0.262811	1440	0.049306	150	0.366667	1044	0.308429	0.000007	678	0.297935	0.082033	688	0.228198	45.173716	1044	0.308429	0.201750	0.227950	
1408	0.258523	1399	0.070765	146	0.397260	1047	0.299904	0.000007	720	0.308333	0.082031	688	0.206395	45.173716	1047	0.299904	0.208750	0.227939	
1348	0.261128	1410	0.056738	130	0.384615	1112	0.305755	0.000007	702	0.300570	0.082030	646	0.218266	45.173716	1112	0.305755	0.205500	0.227926	
1345	0.307063	1416	0.074859	135	0.466667	1104	0.326087	0.000007	683	0.304539	0.082028	662	0.309668	45.173716	1104	0.326087	0.235500	0.227930	
1402	0.303852	1392	0.083333	142	0.549296	1064	0.313910	0.000007	717	0.315202	0.082026	685	0.291971	45.173716	1064	0.313910	0.238500	0.227936	
1430	0.280420	1361	0.075680	122	0.467213	1087	0.296228	0.000007	687	0.296943	0.082025	743	0.265141	45.173716	1087	0.296228	0.220750	0.227932	
1401	0.266952	1389	0.067675	124	0.403226	1086	0.308471	0.000007	678	0.315634	0.082024	723	0.221300	45.173716	1086	0.308471	0.213250	0.227924	
1342	0.342772	1403	0.086244	127	0.472441	1128	0.289007	0.000007	662	0.308157	0.082022	680	0.376471	45.173716	1128	0.289007	0.241750	0.227932	
1330	0.324060	1411	0.070872	150	0.520000	1109	0.285843	0.000007	672	0.303571	0.082016	658	0.344985	45.173716	1109	0.285843	0.231500	0.227934	
1339	0.353996	1426	0.067321	139	0.539568	1096	0.291058	0.000007	687	0.302766	0.082012	652	0.407975	45.173716	1096	0.291058	0.241000	0.227941	
1329	0.255831	1404	0.074074	142	0.492958	1125	0.343111	0.000007	689	0.287373	0.133344	640	0.221875	45.173716	1125	0.343111	0.225000	0.227940	
1410	0.335461	1358	0.053019	128	0.500000	1104	0.312500	0.000007	695	0.341007	0.082370	715	0.330070	45.173716	1104	0.312500	0.238500	0.227946	
1391	0.305536	1319	0.073541	137	0.401460	1153	0.326973	0.000007	710	0.323944	0.082368	681	0.286344	45.173716	1153	0.326973	0.238500	0.227952	
1343	0.276992	1394	0.066714	134	0.417910	1129	0.325066	0.000007	687	0.283843	0.082366	656	0.269817	45.173716	1129	0.325066	0.222000	0.227949	
1425	0.291228	1332	0.056306	132	0.469697	1111	0.314131	0.000007	695	0.326619	0.082361	730	0.257534	45.173716	1111	0.314131	0.225250	0.227947	
1362	0.299559	1410	0.060993	128	0.492188	1100	0.357273	0.000007	669	0.321375	0.082355	693	0.278499	45.173716	1100	0.357273	0.237500	0.227953	
1345	0.339033	1434	0.067643	136	0.433824	1085	0.290323	0.000007	669	0.284006	0.082353	676	0.393491	45.173716	1085	0.290323	0.231750	0.227955	
1347	0.322940	1407	0.054726	146	0.424658	1100	0.304545	0.000007	668	0.320359	0.082353	679	0.325479	45.173716	1100	0.304545	0.227250	0.227954	
1344	0.334821	1394	0.058106	136	0.492647	1126	0.286856	0.000007	664	0.317771	0.082347	680	0.351471	45.173716	1126	0.286856	0.230250	0.227956	
1354	0.369276	1414	0.063649	119	0.462185	1113	0.286613	0.000007	652	0.286810	0.082347	702	0.445869	45.173716	1113	0.286613	0.241000	0.227963	
1353	0.266814	1377	0.071169	135	0.362963	1135	0.315419	0.000007	672	0.309524	0.122748	681	0.224670	45.173716	1135	0.315419	0.216500	0.227957	
1348	0.296736	1390	0.071223	146	0.315068	1116	0.328853	0.000007	620	0.312903	0.082637	728	0.282967	45.173716	1116	0.328853	0.228000	0.227957	
1372	0.310496	1355	0.049446	154	0.370130	1119	0.340483	0.000007	691	0.329957	0.082632	681	0.290749	45.173716	1119	0.340483	0.232750	0.227960	
1386	0.274892	1320	0.085606	133	0.518797	1161	0.313523	0.000007	721	0.305132	0.082609	665	0.242105	45.173716	1161	0.313523	0.231750	0.227962	
1359	0.311994	1415	0.063604	124	0.403226	1102	0.346642	0.000007	667	0.323838	0.082392	692	0.300578	45.173716	1102	0.346642	0.236500	0.227967	
1391	0.226456	1398	0.081545	129	0.379845	1082	0.343808	0.000007	705	0.306383	0.082390	686	0.144315	45.173716	1082	0.343808	0.212500	0.227958	
1389	0.277898	1403	0.077691	141	0.432624	1067	0.326148	0.000007	715	0.290909	0.072984	674	0.264095	45.173716	1067	0.326148	0.226000	0.227957	
1390	0.298561	1389	0.060475	113	0.398230	1108	0.334838	0.000007	701	0.292439	0.082301	689	0.304790	45.173716	1108	0.334838	0.228750	0.227957	
1413	0.294409	1358	0.064065	137	0.437956	1092	0.347985	0.000007	734	0.277929	0.082300	679	0.312224	45.173716	1092	0.347985	0.235750	0.227962	
1418	0.293371	1401	0.068522	130	0.407692	1051	0.291151	0.000007	692	0.300578	0.082296	726	0.286501	45.173716	1051	0.291151	0.217750	0.227956	
1379	0.266135	1404	0.056268	123	0.512195	1094	0.297075	0.000007	681	0.306902	0.082291	698	0.226361	45.173716	1094	0.297075	0.208500	0.227944	
1370	0.282482	1374	0.072780	146	0.479452	1110	0.316216	0.000007	701	0.299572	0.082285	669	0.264574	45.173716	1110	0.316216	0.227000	0.227944	
1374	0.320233	1385	0.064982	141	0.503546	1100	0.305455	0.000007	680	0.316176	0.082281	694	0.324207	45.173716	1100	0.305455	0.234250	0.227947	
1389	0.323254	1331	0.069872	166	0.493976	1114	0.334829	0.000007	673	0.271917	0.082283	716	0.371508	45.173716	1114	0.334829	0.249250	0.227960	
1408	0.301136	1377	0.059550	148	0.337838	1067	0.356139	0.000007	703	0.332859	0.082289	705	0.269504	45.173716	1067	0.356139	0.234000	0.227963	
1348	0.289318	1393	0.049533	143	0.356643	1116	0.302867	0.000007	637	0.328100	0.082279	711	0.254571	45.173716	1116	0.302867	0.212000	0.227954	
1389	0.316775	1364	0.057918	129	0.395349	1118	0.307692	0.000007	667	0.290855	0.082266	722	0.340720	45.173716	1118	0.307692	0.228500	0.227954	
1361	0.321822	1416	0.068503	139	0.431655	1084	0.299815	0.000007	656	0.304878	0.082269	705	0.337589	45.173716	1084	0.299815	0.230000	0.227956	
1380	0.299275	1353	0.088692	145	0.482759	1122	0.275401	0.000007	714	0.287115	0.082268	666	0.312312	45.173716	1122	0.275401	0.228000	0.227956	
1369	0.306793	1373	0.067735	161	0.385093	1097	0.330902	0.000007	668	0.324850	0.082260	701	0.289586	45.173716	1097	0.330902	0.234500	0.227959	
1377	0.297749	1395	0.067384	122	0.491803	1106	0.332731	0.000007	682	0.288856	0.082250	695	0.306475	45.173716	1106	0.332731	0.233000	0.227962	
1383	0.345625	1370	0.072993	140	0.450000	1107	0.293586	0.000007	694	0.317003	0.082246	689	0.374456	45.173716	1107	0.293586	0.241500	0.227970	
1352	0.318047	1380	0.064493	144	0.451389	1124	0.336299	0.000007	687	0.326055	0.082239	665	0.309774	45.173716	1124	0.336299	0.240500	0.227977	
1409	0.332860	1327	0.069329	134	0.485075	1130	0.305310	0.000007	719	0.325452	0.082225	690	0.340580	45.173716	1130	0.305310	0.242750	0.227986	
1414	0.364922	1349	0.064492	138	0.492754	1099	0.286624	0.000007	701	0.299572	0.082225	713	0.429173	45.173716	1099	0.286624	0.246500	0.227996	
1371	0.288111	1355	0.054613	149	0.516779	1125	0.308444	0.000007	683	0.311859	0.137989	688	0.264535	45.173716	1125	0.308444	0.223250	0.227994	
1407	0.314144	1358	0.065538	135	0.488889	1100	0.290909	0.000007	693	0.303030	0.082645	714	0.324930	45.173716	1100	0.290909	0.229250	0.227994	
1384	0.279624	1398	0.071531	126	0.388889	1092	0.330586	0.000007	673	0.295691	0.082640	711	0.264416	45.173716	1092	0.330586	0.224250	0.227992	
1389	0.350612	1380	0.068116	137	0.416058	1094	0.313528	0.000007	680	0.313235	0.082626	709	0.386460	45.173716	1094	0.313528	0.245250	0.228002	
1414	0.289958	1308	0.076453	138	0.543478	1140	0.321053	0.000007	699	0.303290	0.082621	715	0.276923	45.173716	1140	0.321053	0.237750	0.228008	
1367	0.338698	1383	0.076645	132	0.492424	1118	0.299642	0.000007	708	0.316384	0.082605	659	0.362671	45.173716	1118	0.299642	0.242250	0.228016	
1389	0.324694	1377	0.083515	132	0.401515	1102	0.314882	0.000007	687	0.314410	0.082592	702	0.334758	45.173716	1102	0.314882	0.241500	0.228024	
1406	0.303698	1383	0.078091	133	0.563910	1078	0.299629	0.000007	719	0.300417	0.082592	687	0.307132	45.173716	1078	0.299629	0.233250	0.228027	
1352	0.312130	1394	0.063128	148	0.371622	1106	0.324593	0.000007	664	0.290663	0.082598	688	0.332849	45.173716	1106	0.324593	0.231000	0.228028	
1354	0.296898	1419	0.063425	166	0.373494	1061	0.333648	0.000007	651	0.296467	0.082836	703	0.297297	45.173716	1061	0.333648	0.227000	0.228028	
1365	0.328938	1384	0.070087	138	0.318841	1113	0.311770	0.000007	667	0.338831	0.082854	698	0.319484	45.173716	1113	0.311770	0.234250	0.228031	
1354	0.337518	1406	0.075391	131	0.503817	1109	0.334536	0.000007	678	0.305310	0.082896	676	0.369822	45.173716	1109	0.334536	0.250000	0.228044	
1391	0.312006	1366	0.075403	162	0.382716	1081	0.361702	0.000007	676	0.301775	0.083132	715	0.321678	45.173716	1081	0.361702	0.247500	0.228055	
1373	0.316096	1373	0.075747	155	0.464516	1099	0.262966	0.000007	682	0.293255	0.083164	691	0.338640	45.173716	1099	0.262966	0.224750	0.228053	
1382	0.337916	1403	0.075552	130	0.453846	1085	0.263594	0.000007	685	0.283212	0.083443	697	0.391679	45.173716	1085	0.263594	0.229500	0.228054	
1381	0.302679	1394	0.070301	122	0.516393	1103	0.330009	0.000007	703	0.335704	0.083530	678	0.268437	45.173716	1103	0.330009	0.235750	0.228058	
1398	0.237482	1370	0.057664	120	0.350000	1112	0.295863	0.000007	699	0.326180	0.083661	699	0.148784	45.173716	1112	0.295863	0.195500	0.228040	
1355	0.274539	1346	0.075780	148	0.405405	1151	0.297133	0.000007	700	0.348571	0.070785	655	0.195420	45.173716	1151	0.297133	0.219000	0.228035	
1371	0.317287	1388	0.078530	142	0.443662	1099	0.298453	0.000007	705	0.314894	0.035594	666	0.319820	45.173716	1099	0.298453	0.233750	0.228038	
1255	0.215936	1417	0.055752	145	0.393103	1183	0.306002	0.000007	691	0.277858	0.083100	564	0.140071	45.173716	1183	0.306002	0.192250	0.228017	
1226	0.223491	1461	0.070500	135	0.362963	1178	0.325127	0.000007	663	0.318250	0.077982	563	0.111901	45.173716	1178	0.325127	0.202250	0.228003	
1260	0.195238	1406	0.071835	140	0.385714	1194	0.297320	0.000007	695	0.279137	0.065323	565	0.092035	45.173716	1194	0.297320	0.189000	0.227981	
1362	0.229809	1342	0.065574	133	0.315789	1163	0.313844	0.000007	723	0.316736	0.039897	639	0.131455	45.173716	1163	0.313844	0.202000	0.227966	
1331	0.233659	1396	0.072350	141	0.418440	1132	0.325088	0.000007	763	0.306684	0.030719	568	0.135563	45.173716	1132	0.325088	0.209750	0.227956	
1338	0.227952	1423	0.066760	147	0.374150	1092	0.307692	0.000007	684	0.302632	0.028607	654	0.149847	45.173716	1092	0.307692	0.197750	0.227939	
1395	0.329749	1369	0.073046	141	0.411348	1095	0.305936	0.000007	734	0.307902	0.017863	661	0.354009	45.173716	1095	0.305936	0.238250	0.227944	
1197	0.246449	1506	0.071713	143	0.398601	1154	0.295494	0.000007	683	0.330893	0.081192	514	0.134241	45.173716	1154	0.295494	0.200250	0.227929	
1313	0.243717	1377	0.061002	152	0.296053	1158	0.309154	0.000007	683	0.317716	0.060986	630	0.163492	45.173716	1158	0.309154	0.201750	0.227914	
1340	0.244776	1388	0.064841	132	0.446970	1140	0.288596	0.000007	721	0.335645	0.039642	619	0.138934	45.173716	1140	0.288596	0.201500	0.227899	
1337	0.241586	1400	0.061429	136	0.507353	1127	0.297249	0.000007	693	0.334776	0.029764	644	0.141304	45.173716	1127	0.297249	0.203250	0.227885	
1405	0.274733	1336	0.062874	133	0.330827	1126	0.324156	0.000007	713	0.330996	0.023668	692	0.216763	45.173716	1126	0.324156	0.219750	0.227880	
1159	0.194133	1466	0.066849	117	0.427350	1258	0.306836	0.000007	670	0.274627	0.080183	489	0.083845	45.173716	1258	0.306836	0.189750	0.227859	
1217	0.202958	1471	0.065942	126	0.468254	1186	0.278246	0.000007	706	0.284703	0.057418	511	0.090020	45.173716	1186	0.278246	0.183250	0.227834	
1341	0.225951	1407	0.063255	142	0.478873	1110	0.282883	0.000007	698	0.297994	0.034685	643	0.147745	45.173716	1110	0.282883	0.193500	0.227814	
1432	0.262570	1352	0.074704	123	0.455285	1093	0.260750	0.000007	726	0.304408	0.027053	706	0.219547	45.173716	1093	0.260750	0.204500	0.227801	
1284	0.218847	1477	0.070413	155	0.387097	1084	0.291513	0.000007	732	0.304645	0.079641	552	0.105072	45.173716	1084	0.291513	0.190250	0.227780	
1244	0.213826	1467	0.052488	142	0.373239	1147	0.293810	0.000007	703	0.288762	0.066827	541	0.116451	45.173716	1147	0.293810	0.183250	0.227755	
1334	0.226387	1379	0.073241	144	0.437500	1143	0.266842	0.000007	700	0.322857	0.035518	634	0.119874	45.173716	1143	0.266842	0.192750	0.227735	
1277	0.218481	1444	0.074100	133	0.383459	1146	0.302792	0.000007	727	0.302613	0.028993	550	0.107273	45.173716	1146	0.302792	0.196000	0.227718	
1351	0.219097	1391	0.073329	140	0.457143	1118	0.331843	0.000007	742	0.299191	0.027042	609	0.121511	45.173716	1118	0.331843	0.208250	0.227707	
1386	0.231602	1328	0.078313	139	0.381295	1147	0.304272	0.000007	739	0.297700	0.019055	647	0.156105	45.173716	1147	0.304272	0.206750	0.227695	
1335	0.225468	1361	0.069067	157	0.401274	1147	0.326068	0.000007	758	0.286280	0.017926	577	0.145581	45.173716	1147	0.326068	0.208000	0.227684	
1390	0.239568	1365	0.065934	142	0.478873	1103	0.308250	0.000007	718	0.281337	0.017677	672	0.194940	45.173716	1103	0.308250	0.207750	0.227673	
1405	0.269751	1403	0.070563	144	0.451389	1048	0.294847	0.000007	722	0.321330	0.016621	683	0.215227	45.173716	1048	0.294847	0.213000	0.227665	
1220	0.211475	1495	0.070234	150	0.393333	1135	0.322467	0.000007	750	0.293333	0.078191	470	0.080851	45.173716	1135	0.322467	0.197000	0.227647	
1282	0.227769	1471	0.079538	130	0.353846	1117	0.286482	0.000007	753	0.320053	0.070803	529	0.096408	45.173716	1117	0.286482	0.193750	0.227628	
1258	0.236089	1493	0.069658	127	0.433071	1122	0.275401	0.000007	702	0.317664	0.058703	556	0.133094	45.173716	1122	0.275401	0.191250	0.227608	
1296	0.233796	1421	0.084448	144	0.430556	1139	0.295874	0.000007	688	0.305233	0.043094	608	0.152961	45.173716	1139	0.295874	0.205500	0.227596	
1230	0.217073	1444	0.076177	139	0.438849	1187	0.299916	0.000007	692	0.300578	0.035806	538	0.109665	45.173716	1187	0.299916	0.198500	0.227579	
1392	0.230603	1330	0.069925	137	0.408759	1141	0.297984	0.000007	676	0.284024	0.021899	716	0.180168	45.173716	1141	0.297984	0.202500	0.227565	
1406	0.290185	1362	0.069750	135	0.407407	1097	0.313582	0.000007	688	0.308140	0.016768	718	0.272981	45.173716	1097	0.313582	0.225500	0.227564	
1261	0.223632	1493	0.068989	132	0.371212	1114	0.275583	0.000007	692	0.323699	0.077164	569	0.101933	45.173716	1114	0.275583	0.185250	0.227541	
1387	0.246575	1377	0.063181	142	0.380282	1094	0.259598	0.000007	675	0.280000	0.054584	712	0.214888	45.173716	1094	0.259598	0.191750	0.227521	
1331	0.244929	1408	0.077415	120	0.541667	1141	0.276950	0.000007	699	0.321888	0.076942	632	0.159810	45.173716	1141	0.276950	0.204000	0.227508	
1364	0.224340	1396	0.066619	143	0.440559	1097	0.285324	0.000007	783	0.316731	0.075644	581	0.099828	45.173716	1097	0.285324	0.193750	0.227489	
1333	0.219055	1417	0.059986	140	0.450000	1110	0.299099	0.000007	665	0.302256	0.038607	668	0.136228	45.173716	1110	0.299099	0.193000	0.227470	
1363	0.245781	1354	0.083456	153	0.457516	1130	0.316814	0.000007	706	0.290368	0.027152	657	0.197869	45.173716	1130	0.316814	0.219000	0.227465	
1318	0.241275	1373	0.072105	155	0.400000	1154	0.305026	0.000007	713	0.312763	0.025162	605	0.157025	45.173716	1154	0.305026	0.207750	0.227454	
1368	0.274123	1341	0.068606	153	0.392157	1138	0.318981	0.000007	666	0.343844	0.016113	702	0.207977	45.173716	1138	0.318981	0.222500	0.227451	
1234	0.239870	1454	0.068776	124	0.346774	1188	0.303030	0.000007	718	0.346797	0.076216	516	0.091085	45.173716	1188	0.303030	0.199750	0.227436	
1258	0.223370	1483	0.063385	132	0.325758	1127	0.299911	0.000007	733	0.304229	0.060640	525	0.110476	45.173716	1127	0.299911	0.189000	0.227415	
1281	0.240437	1481	0.068872	154	0.435065	1084	0.319188	0.000007	740	0.333784	0.036457	541	0.112754	45.173716	1084	0.319188	0.205750	0.227402	
1329	0.225734	1388	0.073487	146	0.369863	1137	0.287599	0.000007	703	0.295875	0.028635	626	0.146965	45.173716	1137	0.287599	0.195750	0.227385	
1381	0.239681	1363	0.068232	141	0.319149	1115	0.316592	0.000007	678	0.294985	0.023987	703	0.186344	45.173716	1115	0.316592	0.205500	0.227373	
1359	0.278882	1402	0.065621	127	0.472441	1112	0.326439	0.000007	686	0.345481	0.019392	673	0.210996	45.173716	1112	0.326439	0.223500	0.227371	
1233	0.223844	1466	0.057299	135	0.392593	1166	0.306175	0.000007	739	0.313938	0.075578	494	0.089069	45.173716	1166	0.306175	0.192500	0.227351	
1236	0.215210	1481	0.069548	117	0.435897	1166	0.309605	0.000007	674	0.301187	0.055005	562	0.112100	45.173716	1166	0.309605	0.195250	0.227334	
1262	0.213154	1450	0.062759	130	0.430769	1158	0.312608	0.000007	701	0.300999	0.054942	561	0.103387	45.173716	1158	0.312608	0.194500	0.227315	
1339	0.221060	1455	0.054296	134	0.417910	1072	0.312500	0.000007	680	0.301471	0.028061	659	0.138088	45.173716	1072	0.312500	0.191500	0.227296	
1351	0.282013	1392	0.053161	142	0.330986	1115	0.345291	0.000007	676	0.310651	0.014725	675	0.253333	45.173716	1115	0.345291	0.221750	0.227293	
1173	0.228474	1450	0.069655	132	0.378788	1245	0.326908	0.000007	726	0.304408	0.074426	447	0.105145	45.173716	1245	0.326908	0.206500	0.227281	
1260	0.240476	1464	0.060109	130	0.361538	1146	0.306283	0.000007	696	0.346264	0.041110	564	0.109929	45.173716	1146	0.306283	0.197250	0.227265	
1349	0.264640	1402	0.084879	141	0.404255	1108	0.269856	0.000007	656	0.289634	0.029771	693	0.240981	45.173716	1108	0.269856	0.208000	0.227254	
1249	0.211369	1448	0.082182	138	0.413043	1165	0.273820	0.000007	712	0.283708	0.073852	537	0.115456	45.173716	1165	0.273820	0.189750	0.227233	
1252	0.212460	1399	0.069335	134	0.447761	1215	0.293004	0.000007	706	0.281870	0.070839	546	0.122711	45.173716	1215	0.293004	0.194750	0.227215	
1267	0.220205	1436	0.059889	131	0.328244	1166	0.277873	0.000007	722	0.303324	0.063315	545	0.110092	45.173716	1166	0.277873	0.183000	0.227191	
1337	0.241586	1445	0.066436	143	0.377622	1075	0.283721	0.000007	727	0.309491	0.039946	610	0.160656	45.173716	1075	0.283721	0.194500	0.227173	
1375	0.221091	1426	0.077139	149	0.416107	1050	0.324762	0.000007	675	0.290370	0.036234	700	0.154286	45.173716	1050	0.324762	0.204250	0.227160	
1422	0.280591	1385	0.067870	135	0.318519	1058	0.320416	0.000007	682	0.304985	0.026410	740	0.258108	45.173716	1058	0.320416	0.218750	0.227156	
1307	0.224943	1427	0.066573	139	0.359712	1127	0.293700	0.000007	713	0.309958	0.072675	594	0.122896	45.173716	1127	0.293700	0.192500	0.227137	
1335	0.239700	1397	0.083751	145	0.317241	1123	0.299199	0.000007	680	0.316176	0.052491	655	0.160305	45.173716	1123	0.299199	0.204750	0.227125	
1353	0.311160	1364	0.068182	156	0.397436	1127	0.292813	0.000007	674	0.313056	0.035217	679	0.309278	45.173716	1127	0.292813	0.226500	0.227124	
1323	0.248677	1377	0.066086	147	0.421769	1153	0.285343	0.000007	682	0.312317	0.072157	641	0.180967	45.173716	1153	0.285343	0.202750	0.227111	
1358	0.371870	1365	0.066667	133	0.488722	1144	0.299825	0.000007	691	0.311143	0.044382	667	0.434783	45.173716	1144	0.299825	0.251000	0.227124	
1399	0.358113	1368	0.081871	127	0.448819	1106	0.320072	0.000007	697	0.315638	0.054099	702	0.400285	45.173716	1106	0.320072	0.256000	0.227140	
1378	0.302612	1403	0.094084	147	0.401361	1072	0.334888	0.000007	709	0.304654	0.085653	669	0.300448	45.173716	1072	0.334888	0.241750	0.227148	
1399	0.333810	1371	0.072939	125	0.464000	1105	0.312217	0.000007	685	0.357664	0.071134	714	0.310924	45.173716	1105	0.312217	0.242500	0.227156	
1406	0.351351	1352	0.077663	141	0.503546	1101	0.294278	0.000007	675	0.321481	0.070998	731	0.378933	45.173716	1101	0.294278	0.248500	0.227168	
1337	0.376963	1366	0.071010	136	0.522059	1161	0.331611	0.000007	670	0.313433	0.070747	667	0.440780	45.173716	1161	0.331611	0.264250	0.227188	
1403	0.260870	1367	0.071690	102	0.500000	1128	0.295213	0.000007	725	0.303448	0.134965	678	0.215339	45.173716	1128	0.295213	0.212000	0.227180	
1342	0.385246	1451	0.070986	98	0.510204	1109	0.270514	0.000007	696	0.318966	0.070728	646	0.456656	45.173716	1109	0.270514	0.242500	0.227188	
1398	0.284692	1391	0.070453	155	0.451613	1056	0.286932	0.000007	693	0.290043	0.116362	705	0.279433	45.173716	1056	0.286932	0.217250	0.227183	
1402	0.310984	1393	0.073941	130	0.400000	1075	0.300465	0.000007	709	0.284908	0.070775	693	0.337662	45.173716	1075	0.300465	0.228500	0.227183	
1372	0.313411	1379	0.060189	147	0.523810	1102	0.299456	0.000007	683	0.317716	0.070700	689	0.309144	45.173716	1102	0.299456	0.230000	0.227185	
1358	0.285714	1380	0.059420	135	0.444444	1127	0.290151	0.000007	692	0.270231	0.070187	666	0.301802	45.173716	1127	0.290151	0.214250	0.227178	
1395	0.265233	1381	0.076756	165	0.563636	1059	0.286119	0.000007	686	0.291545	0.070062	709	0.239774	45.173716	1059	0.286119	0.218000	0.227173	
