Options:
Model:                           Independent Contrasts
Tree File Name:                  cs_og.trees
Data File Name:                  cs_vr_og.txt
Log File Name:                   cs_vr_og.txt.log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1415656694
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   4000
Iterations:                      10000000
Burn in:                         6000000
MCMC ML Start:                   False
Schedule File:                   cs_vr_og.txt.log.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                            Not in use
Delta:                            Not in use
Lambda:                           Not in use
OU:                               Not in use
Using VarRates:                  True
Tags:	1
	ants	181	Leptanilla_sp. Leptanilla_GRE01 Leptanilla_RSA01 Onychomyrmex_hedleyi Prionopelta_sp.2 Prionopelta_MAD01 Amblyopone_mutica Amblyopone_pallipes Mystrium_rogeri Mystrium_mysticum Probolomyrmex_tani Probolomyrmex_sp. Proceratium_sp.1 Proceratium_stictum Platythyrea_punctata Platythyrea_mocquerysi Simopelta_cf_pergandei Dinoponera_gigantea Thaumatomyrmex_atrox Hypoponera_sakalava Hypoponera_inexorata Hypoponera_opacior Centromyrmex_feae Centromyrmex_sellaris Plectroctena_ugandensis Diacamma_sp. Pachycondyla_stigma Myopias_lobosa Pachycondyla_sikorae Leptogenys_diminuta Leptogenys_sp. Odontoponera_transversa Odontomachus_coquereli Odontomachus_clarus Cerapachys_Yunodorylus_sexspinus Aenictus_sp.2 Aenictus_eugenii Aenictus_sp.1 Aenictus_ceylonicus Dorylus_laevigatus Dorylus_helvolus Dorylus_wilverthi Dorylus_mayri Cerapachys_augustae Cerapachys_larvatus Labidus_spininodis Neivamyrmex_nigrescens Nomamyrmex_esenbecki Eciton_vagans Eciton_hamatum Nothomyrmecia_macrops Myrmecia_fulviculis Myrmecia_pyriformis Pseudomyrmex_gracilis Pseudomyrmex_apache Aneuretus_simoni Dolichoderus_scabridus Dolichoderus_imitator Technomyrmex_difficilis Technomyrmex_MAD05 Technomyrmex_albipes Tapinoma_opacum Tapinoma_sessile Forelius_sp. Dorymyrmex_bicolor Dorymyrmex_elegans Linepithema_keiteli Linepithema_humile Myrmelachista_sp. Brachymyrmex_depilis Brachymyrmex_sp. Paratrechina_sp. Paratrechina_hystrix Prenolepis_imparis Prenolepis_albimaculata Myrmoteras_williamsi Myrmoteras_iriodum Opisthopsis_sp. Camponotus_conithorax Camponotus_BCA01 Polyrhachis_Cyrto01 Polyrhachis_c.f._vindex Polyrhachis_Hagio01 Camponotus_maritimus Camponotus_hyatti Camponotus_ocreatus Anoplolepis_gracillipes Plagiolepis_sp. Acropyga_epedana Acropyga_acutiventris Myrmecocystus_mexicanus Lasius_alienus Myrmecocystus_flaviceps Lasius_californicus Melophorus_sp. Oecophylla_smaragdina Cataglyphis_ibericus Proformica_nasuta Polyergus_briviceps Formica_wheeleri Formica_moki Heteroponera_microps Heteroponera_panamensis Ectatomma_opaciventre Ectatomma_quadridens Rhytidoponera_chalybaea Rhytidoponera_metallica Gnamptogenys_sp. Gnamptogenys_striatula Typhlomyrmex_rogenhoferi Pogonomyrmex_maricopa Pogonomyrmex_subdentatus Myrmica_incompleta Myrmica_striolagaster Myrmica_tahoensis Aphaenogaster_albisetosa Messor_julianus Messor_andrei Aphaenogaster_swammerdami Messor_denticornis Aphaenogaster_texana Aphaenogaster_occidentalis Monomorium_ergatogyna Myrmicaria_exigua Myrmicaria_brunnea Megalomyrmex_latreillei Solenopsis_molesta Solenopsis_invicta Solenopsis_xyloni Pheidole_rhea Pheidole_hyatti Pheidole_clydei Cephalotes_unimaculatus Procryptocerus_scabriusculus Procryptocerus_batesi Basiceros_manni Eurhopalothrix_sp. Eurhopalothrix_bolaui Strumigenys_dicomas Pyramica_hoplites Pyramica_pulchella Strumigenys_sp. Wasmannia_sp. Myrmicocrypta_cf_infuscata Apterostigma_sp. Apterostigma_auriculatum Orectognathus_versicolor Daceton_armigerum Cyphomyrmex_sp. Trachymyrmex_jamaicensis Sericomyrmex_sp. Atta_sp. Trachymyrmex_arizonensis Acromyrmex_versicolor Myrmecina_graminicola Temnothorax_tricarinatus Temnothorax_rugatulus Leptothorax_muscorum_complex Leptothorax_sp. Xenomyrmex_floridanus Cardiocondyla_mauritanica Cardiocondyla_emeryi Terataner_sp. Tetramorium_validiusculum Tetramorium_hispidum Tetramorium_caespitum Dilobocondyla_sp. Eutetramorium_sp. Proatta_butteli Lophomyrmex_striatulus Ocymyrmex_picardi Monomorium_destructor Pristomyrmex_sp. Cataulacus_sp. Cataulacus_MAD02 Nesomyrmex_echinatinodis Metapone_madagascarica Crematogaster_navajoa Crematogaster_emeryana Pheidologeton_sp. Carebara_sp. 
Save Model:                      cs_vr_mods.txt
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -0.00 0.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        AncState-1 - uniform -100.00 100.00 
Node reconstruction / fossilisation:
	MRCA ants ants
Tree Information
     Trees:                      1
     Taxa:                       182
     Sites:                      1
Iteration	Lh	Harmonic Mean	Tree No	Alpha 1	Sigma^2 1	ants Alpha	No RJ Local Branch	No RJ Local Node	
6500000	-396.936141	-416.298728	1	-0.000000323153	0.040934692512	4.985375	13	9	
6504000	-400.680810	-416.290759	1	0.000000485204	0.043891191489	5.049874	14	13	
6508000	-388.463060	-416.282854	1	0.000000864317	0.026187412367	4.829142	24	15	
6512000	-398.676062	-416.275011	1	0.000000645544	0.042695599939	4.569884	18	12	
6516000	-417.707829	-416.299443	1	-0.000000920022	0.075154715729	5.381890	20	11	
6520000	-416.824812	-416.304745	1	-0.000000323804	0.088252103554	5.457717	10	7	
6524000	-407.188767	-416.297083	1	-0.000000677097	0.070647928262	5.286796	16	11	
6528000	-407.254782	-416.289479	1	-0.000000906840	0.067440973339	5.310717	13	10	
6532000	-412.739440	-416.282149	1	0.000000839166	0.115124766893	5.232764	12	5	
6536000	-397.693805	-416.274659	1	0.000000923996	0.070589951038	4.922540	11	12	
6540000	-399.661950	-416.267224	1	-0.000000847225	0.059537359166	4.927761	21	17	
6544000	-403.676132	-416.259843	1	0.000000603254	0.049783829062	4.917699	17	10	
6548000	-403.207367	-416.252517	1	-0.000000096530	0.070517123661	5.251990	14	10	
6552000	-410.681468	-416.245272	1	-0.000000454834	0.047443532679	4.971740	19	12	
6556000	-403.557995	-416.238052	1	-0.000000109600	0.071814757434	4.878929	19	11	
6560000	-400.241799	-416.230884	1	-0.000000633635	0.074871873792	5.100268	18	11	
6564000	-393.369162	-416.223766	1	0.000000899854	0.080758526380	4.346462	21	12	
6568000	-414.687046	-416.218223	1	-0.000000767496	0.096075591046	5.418843	22	10	
6572000	-404.131279	-416.211206	1	0.000000374409	0.094895158896	5.184403	23	9	
6576000	-405.289565	-416.204237	1	0.000000666892	0.082951655606	5.304131	17	10	
6580000	-408.659846	-416.197321	1	-0.000000267794	0.081120040936	5.409871	14	12	
6584000	-394.561894	-416.190448	1	-0.000000270372	0.074387210446	4.926211	29	13	
6588000	-405.142213	-416.183622	1	-0.000000873216	0.074032702445	5.099456	18	6	
6592000	-412.774960	-416.177067	1	0.000000756380	0.071976842972	5.514038	23	8	
6596000	-410.285774	-416.170352	1	0.000000406542	0.099137648162	5.302260	20	5	
6600000	-396.566435	-416.163663	1	-0.000000518921	0.085233880585	5.213341	19	14	
6604000	-405.637919	-416.157018	1	-0.000000058978	0.088572790977	5.352621	13	8	
6608000	-407.898557	-416.150419	1	-0.000000830206	0.086511875386	4.560879	20	9	
6612000	-401.562029	-416.143862	1	-0.000000464440	0.042845539126	4.713329	12	17	
6616000	-411.990646	-416.137450	1	0.000000765832	0.082259300907	4.998578	15	9	
6620000	-406.930074	-416.130978	1	-0.000000916720	0.067616611568	5.258744	15	12	
6624000	-408.534059	-416.124551	1	0.000000394196	0.071972787876	5.423484	17	9	
6628000	-415.737617	-416.122505	1	0.000000176601	0.091999695674	5.448417	12	6	
6632000	-394.642105	-416.116156	1	0.000000456665	0.056240858639	5.060668	19	9	
6636000	-402.014159	-416.109846	1	-0.000000857829	0.072956754000	4.741528	22	13	
6640000	-401.120784	-416.103577	1	0.000000587098	0.066065233551	5.385406	25	9	
6644000	-403.637784	-416.097346	1	-0.000000157364	0.078295807351	4.726808	20	7	
6648000	-409.367368	-416.091162	1	-0.000000703947	0.101181179262	5.450493	18	6	
6652000	-396.273976	-416.085008	1	0.000000319174	0.072671217996	5.019500	23	10	
6656000	-389.714568	-416.078892	1	0.000000559536	0.059144632568	5.039108	20	11	
6660000	-400.971701	-416.072813	1	0.000000514709	0.047260220658	4.870045	23	11	
6664000	-397.966913	-416.066770	1	0.000000832148	0.048601746802	5.049533	19	10	
6668000	-386.782667	-416.060764	1	-0.000000165425	0.032507673472	4.458704	19	19	
6672000	-398.795902	-416.054794	1	-0.000000605744	0.049528073183	5.142409	18	10	
6676000	-423.742456	-418.686755	1	0.000000181271	0.102724465293	5.384795	17	10	
6680000	-407.311758	-418.680855	1	0.000000684933	0.079007519301	5.776894	25	9	
6684000	-405.392645	-418.674990	1	0.000000845559	0.070592917908	5.260679	17	9	
6688000	-398.710098	-418.669159	1	-0.000000613401	0.068262106378	5.372277	17	10	
6692000	-401.675758	-418.663362	1	0.000000732328	0.076880846140	5.309542	14	9	
6696000	-410.692599	-418.657600	1	0.000000567141	0.097160091980	5.376871	18	8	
6700000	-407.413678	-418.651870	1	-0.000000547341	0.077070717586	5.473089	17	7	
6704000	-416.055587	-418.646597	1	0.000000504764	0.090038891630	5.301997	9	7	
6708000	-402.921146	-418.640932	1	-0.000000497686	0.089240905486	4.974486	21	8	
6712000	-413.685941	-418.635338	1	-0.000000000846	0.088526359524	5.441109	20	7	
6716000	-409.152261	-418.629736	1	0.000000440309	0.102036945707	5.302346	17	7	
6720000	-413.656648	-418.624203	1	-0.000000480051	0.080704433001	5.218410	16	7	
6724000	-410.533822	-418.618665	1	-0.000000898206	0.085336943244	5.239205	21	10	
6728000	-407.060223	-418.613155	1	-0.000000948244	0.080674664195	5.643243	16	8	
6732000	-409.401450	-418.607676	1	0.000000851226	0.095664549881	5.510661	14	9	
6736000	-402.933849	-418.602227	1	-0.000000768056	0.074686683377	5.376318	13	9	
6740000	-401.572110	-418.596807	1	-0.000000046191	0.053067756395	4.709621	19	10	
6744000	-401.074111	-418.591416	1	0.000000387375	0.055524908223	5.148066	18	10	
6748000	-396.212211	-418.586054	1	-0.000000179010	0.066111609317	4.979659	19	8	
6752000	-405.764157	-418.580721	1	0.000000456432	0.073165984883	5.115163	21	10	
6756000	-399.945610	-418.575416	1	0.000000681598	0.054153009403	4.672127	18	14	
6760000	-406.738351	-418.570139	1	-0.000000847276	0.083575521936	5.353304	17	11	
6764000	-393.497181	-418.564889	1	0.000000718613	0.030434395183	5.144157	19	18	
6768000	-409.629286	-418.559668	1	0.000000906990	0.086640934181	5.489838	11	11	
6772000	-393.883086	-418.554473	1	0.000000378239	0.054684414241	4.990840	22	12	
6776000	-389.146217	-418.549305	1	0.000000368124	0.050609677391	4.999911	15	14	
6780000	-408.538396	-418.544164	1	-0.000000864254	0.071192283936	5.312480	26	12	
6784000	-392.889351	-418.539049	1	0.000000481385	0.041659772187	4.906349	17	14	
6788000	-403.609773	-418.533960	1	-0.000000509837	0.051111265597	5.022988	18	10	
6792000	-404.863105	-418.528897	1	0.000000916604	0.053225684846	4.971326	12	11	
6796000	-402.159620	-418.523859	1	-0.000000799444	0.060224624582	4.933043	14	13	
6800000	-416.906396	-418.519843	1	-0.000000469714	0.074984212374	5.384372	14	11	
6804000	-402.208460	-418.514855	1	0.000000415180	0.067838796712	4.986320	25	10	
6808000	-400.341245	-418.509892	1	0.000000385344	0.052634861712	5.125559	18	14	
6812000	-405.445374	-418.504954	1	-0.000000360692	0.080891925282	5.250719	15	11	
6816000	-404.296928	-418.500040	1	-0.000000254145	0.074357063465	5.443055	14	9	
6820000	-415.004325	-418.495299	1	0.000000954107	0.087563089210	5.450000	15	12	
6824000	-415.611052	-418.490705	1	0.000000100827	0.120527174863	5.523579	16	7	
6828000	-409.445631	-418.485863	1	-0.000000353802	0.057802018983	5.449533	21	10	
6832000	-408.928640	-418.481044	1	-0.000000494517	0.068398699080	5.428150	15	6	
6836000	-407.353116	-418.476248	1	-0.000000666993	0.095241238653	5.423890	24	8	
6840000	-397.595249	-418.471475	1	-0.000000727380	0.070650246739	5.476192	19	12	
6844000	-403.961647	-418.466724	1	0.000000444801	0.084529469880	5.056191	18	10	
6848000	-410.598557	-418.461998	1	-0.000000093390	0.076868513666	4.816834	17	9	
6852000	-400.795986	-418.457292	1	0.000000957266	0.079854973532	5.075343	18	9	
6856000	-389.797886	-418.452608	1	-0.000000313575	0.092563901727	4.235489	17	11	
6860000	-398.947387	-418.447946	1	0.000000481477	0.102073991408	4.240948	16	11	
6864000	-394.907204	-418.443306	1	-0.000000020911	0.086636903324	4.232210	12	9	
6868000	-408.582007	-418.438687	1	0.000000304296	0.090411216698	5.477204	19	10	
6872000	-410.699124	-418.434091	1	-0.000000210874	0.089938829300	5.237513	14	6	
6876000	-395.467757	-418.429515	1	0.000000046015	0.050524607556	4.357118	19	10	
6880000	-407.974145	-418.424959	1	0.000000934177	0.083659759080	5.282949	18	10	
6884000	-399.664242	-418.420424	1	-0.000000236786	0.042972512031	4.723011	15	11	
6888000	-405.789645	-418.415909	1	-0.000000490763	0.056328612430	4.633302	22	12	
6892000	-385.856369	-418.411415	1	-0.000000458737	0.088343235191	4.267088	20	13	
6896000	-397.454189	-418.406941	1	0.000000508836	0.077330113948	4.270547	18	7	
6900000	-404.499986	-418.402486	1	0.000000535210	0.065716279568	5.476800	24	10	
6904000	-393.548145	-418.398052	1	-0.000000308118	0.056425206779	5.004540	21	13	
6908000	-403.012490	-418.393637	1	-0.000000355930	0.066163853486	5.099000	15	14	
6912000	-407.202203	-418.389241	1	-0.000000467991	0.056201883084	5.480948	16	9	
6916000	-411.413289	-418.384869	1	0.000000068386	0.080062097255	5.516117	16	9	
6920000	-404.830373	-418.380511	1	-0.000000075378	0.056151747427	4.847437	19	7	
6924000	-394.690513	-418.376173	1	-0.000000143704	0.053748371822	4.972072	18	8	
6928000	-400.853259	-418.371853	1	-0.000000981422	0.075073079150	4.660924	16	11	
6932000	-408.519154	-418.367553	1	0.000000960604	0.088563999911	5.132605	17	9	
6936000	-411.473897	-418.363274	1	0.000000102832	0.095520444097	5.312945	19	8	
6940000	-414.279486	-418.359082	1	-0.000000362361	0.080272235403	4.887227	14	9	
6944000	-401.836530	-418.354836	1	0.000000238274	0.073554120874	4.502521	24	8	
6948000	-410.512669	-418.350609	1	-0.000000694529	0.080703997515	5.282411	14	8	
6952000	-403.239981	-418.346398	1	0.000000381993	0.081291139329	5.351800	21	13	
6956000	-408.542836	-418.342206	1	-0.000000470952	0.083091892138	5.189932	16	11	
6960000	-400.313956	-418.338030	1	0.000000081271	0.105849812891	5.165116	19	8	
6964000	-412.304498	-418.333882	1	0.000000660657	0.092768107535	5.288187	15	7	
6968000	-404.205236	-418.329741	1	-0.000000824465	0.109997454740	4.806239	11	9	
6972000	-409.007312	-418.325618	1	-0.000000177172	0.092252768842	5.177942	15	10	
6976000	-402.102253	-418.321511	1	-0.000000509717	0.071430828803	5.082998	15	12	
6980000	-403.422919	-418.317421	1	-0.000000211845	0.082147817627	5.326913	17	8	
6984000	-412.213551	-418.313357	1	-0.000000317239	0.056323577196	4.975134	20	9	
6988000	-413.321669	-418.309328	1	-0.000000892684	0.111768278193	5.382022	15	6	
6992000	-395.353962	-418.305288	1	0.000000454502	0.076588812002	5.210599	23	13	
6996000	-403.203645	-418.301263	1	-0.000000844724	0.071300592410	5.210599	18	8	
7000000	-410.529464	-418.297257	1	-0.000000233056	0.102433633715	5.026943	18	6	
7004000	-395.851017	-418.293265	1	-0.000000070370	0.069430302572	5.475604	17	7	
7008000	-406.848422	-418.289289	1	0.000000279459	0.095430828708	5.628188	21	6	
7012000	-401.392222	-418.285329	1	0.000000701624	0.076316792308	5.142213	21	10	
7016000	-403.929913	-418.281384	1	-0.000000324986	0.086046387254	4.721909	24	8	
7020000	-393.577235	-418.277455	1	-0.000000958094	0.074644123940	5.084904	15	11	
7024000	-395.588875	-418.273541	1	0.000000473007	0.090292142956	5.128432	14	14	
7028000	-390.578062	-418.269642	1	0.000000483954	0.058796522868	5.205036	13	9	
7032000	-396.085630	-418.265758	1	0.000000987480	0.043362522850	4.974092	20	13	
7036000	-398.996055	-418.261890	1	-0.000000493624	0.049891272447	5.039316	19	10	
7040000	-391.317479	-418.258036	1	-0.000000745962	0.030160425297	4.794009	17	13	
7044000	-396.518818	-418.254198	1	-0.000000654604	0.024274645687	4.648578	12	9	
7048000	-389.433884	-418.250374	1	0.000000166377	0.019831149980	4.639986	16	10	
7052000	-386.584807	-418.246564	1	-0.000000478544	0.016690535909	4.805601	14	11	
7056000	-382.707700	-418.242769	1	-0.000000289106	0.014549568463	4.566789	27	10	
7060000	-374.815663	-418.238988	1	0.000000311100	0.010529615119	4.306627	21	19	
7064000	-394.768775	-418.235222	1	-0.000000887641	0.017360112940	4.618835	11	12	
7068000	-378.145327	-418.231469	1	0.000000648964	0.020087718032	4.780571	23	14	
7072000	-397.844717	-418.227731	1	-0.000000966609	0.027571699164	4.545932	13	10	
7076000	-385.244804	-418.224007	1	0.000000781641	0.017900502598	4.486993	22	11	
7080000	-385.629810	-418.220296	1	-0.000000444601	0.016936558754	4.856026	21	12	
7084000	-393.920583	-418.216599	1	0.000000668005	0.021187958738	4.684587	14	13	
7088000	-383.346774	-418.212916	1	-0.000000339310	0.013230147322	4.687343	21	14	
7092000	-377.865880	-418.209246	1	-0.000000715920	0.009448610873	4.340670	22	17	
7096000	-383.706014	-418.205590	1	0.000000973823	0.013901732710	4.792496	16	14	
7100000	-391.197847	-418.201947	1	0.000000337754	0.013875401446	4.506482	19	14	
7104000	-389.993714	-418.198317	1	-0.000000656830	0.025093519689	4.463228	15	11	
7108000	-381.335023	-418.194701	1	-0.000000252797	0.018547314699	4.727060	16	14	
7112000	-394.927899	-418.191097	1	-0.000000184990	0.015758002279	4.699021	15	14	
7116000	-385.498798	-418.187506	1	0.000000819721	0.010662468443	4.254945	23	11	
7120000	-396.549371	-418.183928	1	-0.000000300557	0.014129223375	4.629404	16	13	
7124000	-387.565934	-418.180363	1	-0.000000505584	0.008884326239	3.981744	25	12	
7128000	-400.537709	-418.176811	1	-0.000000555146	0.006301091506	4.182173	16	15	
7132000	-390.364516	-418.173271	1	-0.000000220789	0.008064338103	4.243515	23	8	
7136000	-395.142146	-418.169744	1	0.000000664794	0.009542568884	4.397744	20	15	
7140000	-399.434417	-418.166229	1	-0.000000731427	0.015391841587	4.505892	22	10	
7144000	-387.416315	-418.162726	1	0.000000495823	0.009926529432	4.568966	24	15	
7148000	-400.773756	-418.159236	1	0.000000359359	0.019944690497	4.274357	19	15	
7152000	-395.981811	-418.155758	1	0.000000700203	0.020042941261	4.402257	23	13	
7156000	-399.509883	-418.152291	1	-0.000000135199	0.011424071597	4.278471	19	13	
7160000	-398.768353	-418.148837	1	-0.000000713098	0.006177981866	4.479333	14	14	
7164000	-391.665135	-418.145395	1	0.000000550458	0.010990880864	4.366263	20	13	
7168000	-392.370076	-418.141964	1	0.000000039663	0.019032273880	4.592876	15	15	
7172000	-407.324172	-418.138546	1	-0.000000600515	0.029397162728	4.339126	17	6	
7176000	-421.513930	-418.230248	1	-0.000000747523	0.033423207101	4.802850	15	15	
7180000	-407.910629	-418.226853	1	0.000000454279	0.017206391712	4.882260	14	11	
7184000	-398.928028	-418.223469	1	0.000000258806	0.017416136812	4.660301	14	12	
7188000	-411.075860	-418.220099	1	0.000000312873	0.020850235717	5.024173	18	13	
7192000	-374.789020	-418.216738	1	-0.000000012155	0.010003280167	4.514579	21	13	
7196000	-374.335921	-418.213387	1	0.000000466877	0.008314585778	4.466293	22	15	
7200000	-379.853880	-418.210049	1	0.000000847266	0.011514351924	4.521913	25	14	
7204000	-394.306434	-418.206721	1	0.000000930967	0.016416903367	4.773278	18	11	
7208000	-385.141380	-418.203404	1	0.000000318377	0.007985071141	4.538431	19	14	
7212000	-395.109236	-418.200098	1	0.000000402411	0.009071679634	4.362507	17	16	
7216000	-386.992734	-418.196803	1	0.000000695725	0.014816491503	4.558920	21	12	
7220000	-389.431026	-418.193519	1	0.000000421028	0.013687523822	4.512083	20	12	
7224000	-395.760790	-418.190246	1	0.000000307154	0.015660030266	4.540169	25	15	
7228000	-385.327418	-418.186983	1	-0.000000141234	0.018199303960	4.612044	13	13	
7232000	-396.067023	-418.183731	1	-0.000000549367	0.017886727575	4.491033	17	12	
7236000	-383.479005	-418.180490	1	-0.000000165129	0.014782267305	4.520069	18	18	
7240000	-387.055679	-418.177259	1	0.000000303152	0.010327174189	4.463709	15	12	
7244000	-378.706332	-418.174038	1	0.000000574722	0.013165721583	4.604186	17	12	
7248000	-393.715515	-418.170828	1	0.000000844587	0.009267460773	4.368778	17	11	
7252000	-405.033471	-418.167628	1	0.000000309974	0.013584682887	4.480124	15	13	
7256000	-394.719574	-418.164438	1	0.000000639895	0.019043558974	4.721202	21	18	
7260000	-404.359650	-418.161258	1	-0.000000619646	0.021006919077	4.676070	20	14	
7264000	-392.467724	-418.158089	1	0.000000527434	0.013358748902	4.750164	16	17	
7268000	-396.859910	-418.154929	1	0.000000378024	0.014636162776	4.624335	17	14	
7272000	-398.015181	-418.151780	1	0.000000763998	0.018156122467	4.796322	17	12	
7276000	-391.866805	-418.148640	1	-0.000000805324	0.014281250399	4.577340	22	15	
7280000	-414.004150	-418.145560	1	-0.000000188566	0.030861663495	5.039338	17	14	
7284000	-394.139909	-418.142440	1	-0.000000567902	0.025220514851	4.727819	24	14	
7288000	-398.193696	-418.139329	1	-0.000000900061	0.025478220864	4.706267	18	11	
7292000	-400.507338	-418.136228	1	0.000000741535	0.042053174056	4.859432	15	13	
7296000	-404.964433	-418.133137	1	0.000000934800	0.052300890227	4.681826	17	12	
7300000	-415.023922	-418.130193	1	-0.000000916091	0.059697685416	5.146112	16	14	
7304000	-397.345867	-418.127121	1	-0.000000588817	0.084962281722	5.370387	24	8	
7308000	-403.905417	-418.124058	1	0.000000659790	0.076811583711	5.502850	21	7	
7312000	-390.857168	-418.121005	1	-0.000000921433	0.082733856751	5.235793	27	11	
7316000	-407.846796	-418.117961	1	-0.000000941648	0.085242509514	5.248087	15	8	
7320000	-411.767285	-418.114931	1	-0.000000651704	0.102966538515	5.146084	16	8	
7324000	-408.503848	-418.111906	1	0.000000806147	0.099055310750	5.130783	12	10	
7328000	-414.591561	-418.108978	1	-0.000000051220	0.102000093657	4.925146	17	8	
7332000	-406.224918	-418.105971	1	0.000000281105	0.108012871935	5.418757	21	10	
7336000	-404.221210	-418.102972	1	-0.000000852341	0.073439068017	5.130581	13	13	
7340000	-399.048713	-418.099983	1	-0.000000358870	0.055839927757	5.491545	19	14	
7344000	-406.694953	-418.097002	1	-0.000000398035	0.067008339895	5.240241	17	8	
7348000	-386.802066	-418.094031	1	-0.000000959818	0.060694082745	5.052507	21	10	
7352000	-385.365923	-418.091068	1	0.000000546463	0.056809519423	5.131669	24	15	
7356000	-396.452933	-418.088113	1	0.000000547499	0.060296281402	4.494004	21	10	
7360000	-415.211486	-418.085334	1	0.000000821011	0.089618490565	5.277775	19	13	
7364000	-409.103089	-418.082398	1	-0.000000874526	0.084642007535	5.332720	15	10	
7368000	-407.882666	-418.079469	1	-0.000000703962	0.089595049373	5.410810	18	10	
7372000	-406.763525	-418.076550	1	0.000000340268	0.090190810455	5.447949	25	12	
7376000	-404.598097	-418.073639	1	0.000000612451	0.081798729411	4.704532	25	8	
7380000	-415.467826	-418.070950	1	-0.000000976187	0.118982913671	4.440908	21	5	
7384000	-413.342214	-418.068082	1	-0.000000190496	0.101483517468	5.632351	15	7	
7388000	-414.278202	-418.065261	1	-0.000000955106	0.112364594953	5.407282	20	8	
7392000	-401.021832	-418.062383	1	0.000000933507	0.050187479728	4.599658	20	9	
7396000	-394.747194	-418.059514	1	-0.000000182317	0.052008650548	5.289414	13	13	
7400000	-398.947699	-418.056653	1	0.000000117478	0.040262433715	4.929027	16	11	
7404000	-394.457276	-418.053800	1	0.000000203316	0.047875247603	5.099878	16	11	
7408000	-410.726306	-418.050956	1	-0.000000143410	0.053020932960	4.985504	18	13	
7412000	-391.556276	-418.048120	1	0.000000941559	0.050674703317	4.976377	21	9	
7416000	-393.015601	-418.045291	1	-0.000000966373	0.042765780543	4.482820	17	7	
7420000	-398.010329	-418.042470	1	-0.000000879216	0.034691347286	4.395741	26	12	
7424000	-401.762947	-418.039657	1	0.000000657994	0.046853640414	4.887211	22	9	
7428000	-405.741282	-418.036852	1	-0.000000882468	0.066365852222	5.015255	12	8	
7432000	-411.637350	-418.034059	1	-0.000000354732	0.073826050052	5.401856	10	7	
7436000	-416.056717	-418.031657	1	-0.000000825718	0.058473585672	5.092688	12	11	
7440000	-393.827943	-418.028875	1	-0.000000318447	0.058438453531	5.202449	21	10	
7444000	-394.086218	-418.026101	1	0.000000445228	0.061810911259	4.350588	18	13	
7448000	-403.961055	-418.023335	1	-0.000000392366	0.072158862460	5.314272	17	10	
7452000	-399.569509	-418.020576	1	-0.000000600762	0.048020667741	4.905156	22	11	
7456000	-398.981269	-418.017825	1	0.000000179070	0.052053858807	4.445004	17	15	
7460000	-394.731469	-418.015082	1	-0.000000511792	0.048238129778	4.904509	18	13	
7464000	-403.944408	-418.012346	1	0.000000153059	0.084078547906	5.261650	17	8	
7468000	-405.405459	-418.009617	1	-0.000000221891	0.063096288704	5.191226	23	10	
7472000	-394.876674	-418.006896	1	-0.000000485974	0.059151506992	5.030429	20	13	
7476000	-397.146060	-418.004182	1	-0.000000060556	0.057740089356	5.185872	16	15	
7480000	-405.341466	-418.001476	1	-0.000000265123	0.100411213914	5.333382	22	11	
7484000	-405.219461	-417.998777	1	-0.000000010813	0.059744394912	4.913495	19	12	
7488000	-413.866085	-417.996128	1	0.000000668976	0.081424234241	5.368173	15	10	
7492000	-406.914011	-417.993444	1	0.000000507091	0.075180578639	5.487849	14	12	
7496000	-405.520858	-417.990766	1	-0.000000616837	0.093810304974	5.335933	16	8	
7500000	-410.103140	-417.988097	1	-0.000000942590	0.083664046892	5.436173	15	6	
7504000	-393.963822	-417.985434	1	-0.000000541831	0.058827025016	4.834835	21	13	
7508000	-394.264896	-417.982778	1	0.000000464530	0.065723552719	5.329460	20	16	
7512000	-402.068652	-417.980129	1	0.000000097383	0.075511927055	5.259158	26	12	
7516000	-401.731976	-417.977487	1	-0.000000521546	0.065393092108	4.978152	24	9	
7520000	-419.981545	-417.994238	1	0.000000800619	0.107684945834	4.979170	17	6	
7524000	-427.129655	-421.226996	1	0.000000743541	0.106672176141	5.558677	8	10	
7528000	-410.299414	-421.224375	1	-0.000000627410	0.077125536717	5.339963	18	16	
7532000	-408.732368	-421.221760	1	-0.000000800466	0.089705599628	5.296257	11	12	
7536000	-407.133912	-421.219153	1	0.000000843112	0.074841751044	5.349428	17	10	
7540000	-409.609042	-421.216552	1	-0.000000153091	0.092525277284	5.161124	17	13	
7544000	-411.314249	-421.213958	1	0.000000102576	0.083349441959	4.809732	16	12	
7548000	-403.225213	-421.211371	1	-0.000000877506	0.080859226370	4.381430	24	6	
7552000	-407.097608	-421.208790	1	-0.000000066177	0.104960685974	4.341305	22	10	
7556000	-403.047508	-421.206216	1	0.000000188966	0.063106245731	4.903144	22	9	
7560000	-403.219788	-421.203649	1	-0.000000659986	0.085524559954	5.362809	17	9	
